,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
462,Retake,1,5lLah08w0B5XLOsMM75Am0,Banideu,spotify:track:5lLah08w0B5XLOsMM75Am0,https://p.scdn.co/mp3-preview/b9e2fdf950ff767639253bb539044928c558e0d1?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2lb1yLe9iV16FKpCJ6R2pL'}, 'href': 'https://api.spotify.com/v1/artists/2lb1yLe9iV16FKpCJ6R2pL', 'id': '2lb1yLe9iV16FKpCJ6R2pL', 'name': 'Akash Khadka', 'type': 'artist', 'uri': 'spotify:artist:2lb1yLe9iV16FKpCJ6R2pL'}]",0.329,0.368,49,"[0.368, 0.329]"
463,Retake,2,0slHDBmI8wDOUQp6vHmFhN,Khel Chakrai,spotify:track:0slHDBmI8wDOUQp6vHmFhN,https://p.scdn.co/mp3-preview/81a88ca6fb215c448281484bb335188fa747c985?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.327,0.526,21,"[0.526, 0.327]"
464,Retake,4,0lWBZp7ndIin9dof67VCuz,Udi Janadeu,spotify:track:0lWBZp7ndIin9dof67VCuz,https://p.scdn.co/mp3-preview/83092644e8305bb7e9d9e0e8d9899d34c3a3c626?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2katJoZbqryPC8JKk8MjYh'}, 'href': 'https://api.spotify.com/v1/artists/2katJoZbqryPC8JKk8MjYh', 'id': '2katJoZbqryPC8JKk8MjYh', 'name': 'Ankit Vaidya', 'type': 'artist', 'uri': 'spotify:artist:2katJoZbqryPC8JKk8MjYh'}]",0.353,0.364,10,"[0.364, 0.353]"
465,Retake,5,36ku3UN4RHWz9uFHKc3F6J,Nabola Masanga,spotify:track:36ku3UN4RHWz9uFHKc3F6J,https://p.scdn.co/mp3-preview/24e533c372d009b4ef99d3460c9f3e074908a7ab?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4LZnOLFXHlPo74mgrPhX9H'}, 'href': 'https://api.spotify.com/v1/artists/4LZnOLFXHlPo74mgrPhX9H', 'id': '4LZnOLFXHlPo74mgrPhX9H', 'name': 'bekcha', 'type': 'artist', 'uri': 'spotify:artist:4LZnOLFXHlPo74mgrPhX9H'}]",0.295,0.291,33,"[0.291, 0.295]"
466,Retake,6,4b7L4tNaaM6PS8SsvyWnhZ,Samjhi,spotify:track:4b7L4tNaaM6PS8SsvyWnhZ,https://p.scdn.co/mp3-preview/1cb9357d88c3c14aa193154280fe428b495874d4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3XWoP30S3IzZ8JL1YAesL0'}, 'href': 'https://api.spotify.com/v1/artists/3XWoP30S3IzZ8JL1YAesL0', 'id': '3XWoP30S3IzZ8JL1YAesL0', 'name': 'Situsit', 'type': 'artist', 'uri': 'spotify:artist:3XWoP30S3IzZ8JL1YAesL0'}]",0.277,0.391,16,"[0.391, 0.277]"
467,Retake,7,3bSxki3SCoCSvd6qJAVUZ4,Kapol Kalpit Sapana,spotify:track:3bSxki3SCoCSvd6qJAVUZ4,https://p.scdn.co/mp3-preview/6dcc56da3417c09c28d22938be59aad838661d75?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3kkNLwATkgYS5e0DwDmn2i'}, 'href': 'https://api.spotify.com/v1/artists/3kkNLwATkgYS5e0DwDmn2i', 'id': '3kkNLwATkgYS5e0DwDmn2i', 'name': 'Shashwot Khadka', 'type': 'artist', 'uri': 'spotify:artist:3kkNLwATkgYS5e0DwDmn2i'}]",0.285,0.209,15,"[0.209, 0.285]"
468,Retake,8,6NBvqqRZAXcHp6pRN4n6S9,Hidey Ma Ta,spotify:track:6NBvqqRZAXcHp6pRN4n6S9,https://p.scdn.co/mp3-preview/f9560172274e9a839a935966fa47958dac297d76?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/67vGJOwTnIy6JeePf0IszV'}, 'href': 'https://api.spotify.com/v1/artists/67vGJOwTnIy6JeePf0IszV', 'id': '67vGJOwTnIy6JeePf0IszV', 'name': 'Sushant Ghimire', 'type': 'artist', 'uri': 'spotify:artist:67vGJOwTnIy6JeePf0IszV'}]",0.319,0.677,25,"[0.677, 0.319]"
469,Retake,10,1YklAvWpSibXLdaRRMmofy,Sapana,spotify:track:1YklAvWpSibXLdaRRMmofy,https://p.scdn.co/mp3-preview/d95e1fbb488d303747fd853536950c7fa86c93ae?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2K1BZIx9cSYIaWJe31MqMT'}, 'href': 'https://api.spotify.com/v1/artists/2K1BZIx9cSYIaWJe31MqMT', 'id': '2K1BZIx9cSYIaWJe31MqMT', 'name': 'Foeseal', 'type': 'artist', 'uri': 'spotify:artist:2K1BZIx9cSYIaWJe31MqMT'}]",0.35,0.48,12,"[0.48, 0.35]"
470,Retake,11,0Lmh5QYngM0m60DfmrlyDF,Summer Love,spotify:track:0Lmh5QYngM0m60DfmrlyDF,https://p.scdn.co/mp3-preview/105b835f14cc35593ae5e022e5ded14c3e619b6a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4elCAdzUwfm5Pm5r9L9zA0'}, 'href': 'https://api.spotify.com/v1/artists/4elCAdzUwfm5Pm5r9L9zA0', 'id': '4elCAdzUwfm5Pm5r9L9zA0', 'name': 'Meghna K', 'type': 'artist', 'uri': 'spotify:artist:4elCAdzUwfm5Pm5r9L9zA0'}]",0.215,0.463,4,"[0.463, 0.215]"
471,Jamna Ekanta Ma,1,4SbWGHtMvWAOFxXwifBOpp,Jamna Ekanta Ma,spotify:track:4SbWGHtMvWAOFxXwifBOpp,https://p.scdn.co/mp3-preview/3d5e9a1076640e8ca391035a2ecc42eac6ec996c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5KCKsMfD1XJqRct9nT22Kq'}, 'href': 'https://api.spotify.com/v1/artists/5KCKsMfD1XJqRct9nT22Kq', 'id': '5KCKsMfD1XJqRct9nT22Kq', 'name': 'Karan Bhatta', 'type': 'artist', 'uri': 'spotify:artist:5KCKsMfD1XJqRct9nT22Kq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2lb1yLe9iV16FKpCJ6R2pL'}, 'href': 'https://api.spotify.com/v1/artists/2lb1yLe9iV16FKpCJ6R2pL', 'id': '2lb1yLe9iV16FKpCJ6R2pL', 'name': 'Akash Khadka', 'type': 'artist', 'uri': 'spotify:artist:2lb1yLe9iV16FKpCJ6R2pL'}]",0.395,0.315,39,"[0.315, 0.395]"
472,Swarga,1,6SitBZU7wc4Q8wdCpzTpxI,Swarga,spotify:track:6SitBZU7wc4Q8wdCpzTpxI,https://p.scdn.co/mp3-preview/9e7ad54891c56fa0c86d0f7fb1bae2aa267c14de?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.0614,0.167,33,"[0.167, 0.0614]"
473,Kalo/Seto,1,70b6wBQA3H4LqsXkAhaS1X,Kalo/Seto,spotify:track:70b6wBQA3H4LqsXkAhaS1X,https://p.scdn.co/mp3-preview/9b6976b62bf288648307604dee0bc0f6867ded45?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.437,0.41,51,"[0.41, 0.437]"
474,Sparsha Sangeet (Raw),1,0jDqlKhZ43Yor5qbdJnwDu,Sparsha Sangeet (Raw),spotify:track:0jDqlKhZ43Yor5qbdJnwDu,https://p.scdn.co/mp3-preview/94b351f26cc20f5a6df928a3f590a4e26644c55c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.0689,0.278,48,"[0.278, 0.0689]"
475,CHAAK,1,2QjBXwP1EWsxaf3Ufm4T17,CHAAK,spotify:track:2QjBXwP1EWsxaf3Ufm4T17,https://p.scdn.co/mp3-preview/0ef4dbffe939f26fbcb66279582be724374c8d36?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.638,0.688,36,"[0.688, 0.638]"
476,A love letter to Darjeeling,1,3UxpbOxXQSb6zO0bnDSGWN,A love letter to Darjeeling,spotify:track:3UxpbOxXQSb6zO0bnDSGWN,https://p.scdn.co/mp3-preview/278aa211f15e3d9e5a7e539e04f02c687692c871?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.406,0.709,37,"[0.709, 0.406]"
477,Byarthai(demo),1,46yywJGWYgEpCKMR08uP14,Byarthai(demo),spotify:track:46yywJGWYgEpCKMR08uP14,https://p.scdn.co/mp3-preview/17a1dd71bcd9c48e5e40f94ca0fa257459591def?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.474,0.692,34,"[0.692, 0.474]"
478,Dhurwa Tara (Drum Track),1,5Slws0QR6IpbGctDbOx7vA,Dhurwa Tara (Drum Track),spotify:track:5Slws0QR6IpbGctDbOx7vA,https://p.scdn.co/mp3-preview/0303dde0f13b1b5e46dcb3bc015a6453f6c02252?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.445,0.203,30,"[0.203, 0.445]"
479,Dhurwa Tara,1,49LGI7TQhqrA4m8dM6HZat,Dhurwa Tara,spotify:track:49LGI7TQhqrA4m8dM6HZat,https://p.scdn.co/mp3-preview/ef2fb28440529a08a8587b5420f21f87b8c291e5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.389,0.242,46,"[0.242, 0.389]"
480,BIRAM,1,3Ath4NVM2MClFxOoKY7w2H,BIRAM,spotify:track:3Ath4NVM2MClFxOoKY7w2H,https://p.scdn.co/mp3-preview/67e9dc9b41a929c307559c4a3fe7f6a3c073a3c4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.41,0.23,40,"[0.23, 0.41]"
481,Manaka kura,1,756Ghs7RyyVBSURU9i2IT5,Manaka kura,spotify:track:756Ghs7RyyVBSURU9i2IT5,https://p.scdn.co/mp3-preview/4bf66b444588feb1c8df2f4e60b2ee321db21443?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E8UiuyXZcoWrGJ1QcHog4'}, 'href': 'https://api.spotify.com/v1/artists/4E8UiuyXZcoWrGJ1QcHog4', 'id': '4E8UiuyXZcoWrGJ1QcHog4', 'name': 'Purna Rai', 'type': 'artist', 'uri': 'spotify:artist:4E8UiuyXZcoWrGJ1QcHog4'}]",0.461,0.28,51,"[0.28, 0.461]"
482,Loophole (feat. 21 Savage) [Sped Up & Slowed Down],1,6FqHQ6rP0SCRq52XTNXc3P,Loophole (feat. 21 Savage) - Sped Up,spotify:track:6FqHQ6rP0SCRq52XTNXc3P,https://p.scdn.co/mp3-preview/dcd92f752412ace25da2e4e19773e47f4c4966bc?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0M2CO5ijP35MDhNwvpgxTV'}, 'href': 'https://api.spotify.com/v1/artists/0M2CO5ijP35MDhNwvpgxTV', 'id': '0M2CO5ijP35MDhNwvpgxTV', 'name': 'sped up nightcore', 'type': 'artist', 'uri': 'spotify:artist:0M2CO5ijP35MDhNwvpgxTV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}]",0.551,0.519,47,"[0.519, 0.551]"
483,Loophole (feat. 21 Savage) [Sped Up & Slowed Down],2,4YcKqgLDsAxLVT1BWuyDTr,Loophole (feat. 21 Savage) - Slowed Down,spotify:track:4YcKqgLDsAxLVT1BWuyDTr,https://p.scdn.co/mp3-preview/09dc6775a3b7e51d3935f8921bb4a6a6761e297e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6bMREuqsHFPKAi9ZtVxp0G'}, 'href': 'https://api.spotify.com/v1/artists/6bMREuqsHFPKAi9ZtVxp0G', 'id': '6bMREuqsHFPKAi9ZtVxp0G', 'name': 'slowed down audioss', 'type': 'artist', 'uri': 'spotify:artist:6bMREuqsHFPKAi9ZtVxp0G'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}]",0.49,0.149,51,"[0.149, 0.49]"
484,Robbery 6,1,5O7HgH9F5jMLZWA3sMNsLj,Robbery 6,spotify:track:5O7HgH9F5jMLZWA3sMNsLj,https://p.scdn.co/mp3-preview/7f0f0273a4dac3bf7bf11de5bd6a5384c6ca509d?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.795,0.457,58,"[0.457, 0.795]"
485,Robbery 6,2,7fQcpwMXpi3qaXaK7bqGJD,Grizzley 2Tymes (feat. Finesse2Tymes),spotify:track:7fQcpwMXpi3qaXaK7bqGJD,https://p.scdn.co/mp3-preview/c864d5232fc9c7429c9482e6ff047eb52a130d49?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3OoC54nEM3Xl7Kn5hsDdpg'}, 'href': 'https://api.spotify.com/v1/artists/3OoC54nEM3Xl7Kn5hsDdpg', 'id': '3OoC54nEM3Xl7Kn5hsDdpg', 'name': 'Finesse2tymes', 'type': 'artist', 'uri': 'spotify:artist:3OoC54nEM3Xl7Kn5hsDdpg'}]",0.645,0.668,32,"[0.668, 0.645]"
486,Robbery 6,3,3xKSiqZNdmv2yp1LyT37K6,IDGAF (feat. Chris Brown and Mariah the Scientist),spotify:track:3xKSiqZNdmv2yp1LyT37K6,https://p.scdn.co/mp3-preview/0c152b825e99f803e383a8f79a1b25814cfdf158?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z'}, 'href': 'https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z', 'id': '7bXgB6jMjp9ATFy66eO08Z', 'name': 'Chris Brown', 'type': 'artist', 'uri': 'spotify:artist:7bXgB6jMjp9ATFy66eO08Z'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7HO5fOXE4gh3lzZn64tX2E'}, 'href': 'https://api.spotify.com/v1/artists/7HO5fOXE4gh3lzZn64tX2E', 'id': '7HO5fOXE4gh3lzZn64tX2E', 'name': 'Mariah the Scientist', 'type': 'artist', 'uri': 'spotify:artist:7HO5fOXE4gh3lzZn64tX2E'}]",0.733,0.287,25,"[0.287, 0.733]"
487,Robbery 6,4,7gdfVkm9rWYZKmbQrP4m6g,Gorgeous Remix (feat. City Girls),spotify:track:7gdfVkm9rWYZKmbQrP4m6g,https://p.scdn.co/mp3-preview/bccb1bc1e4ea110579a21b36314452648afdc1d5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1GVenmuuAtusi17LY6FvgI'}, 'href': 'https://api.spotify.com/v1/artists/1GVenmuuAtusi17LY6FvgI', 'id': '1GVenmuuAtusi17LY6FvgI', 'name': 'Skilla Baby', 'type': 'artist', 'uri': 'spotify:artist:1GVenmuuAtusi17LY6FvgI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37hAfseJWi0G3Scife12Il'}, 'href': 'https://api.spotify.com/v1/artists/37hAfseJWi0G3Scife12Il', 'id': '37hAfseJWi0G3Scife12Il', 'name': 'City Girls', 'type': 'artist', 'uri': 'spotify:artist:37hAfseJWi0G3Scife12Il'}]",0.648,0.328,22,"[0.328, 0.648]"
488,Robbery Part 4,1,4CKAeNUTMTnvzpYGKZmQZa,Robbery Part 4,spotify:track:4CKAeNUTMTnvzpYGKZmQZa,https://p.scdn.co/mp3-preview/e7ea4054cf43901741b59b94cde7f6894ef382e9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.709,0.582,55,"[0.582, 0.709]"
489,Robbery,1,4fHwoYTU9sy539FSX7fv1j,Robbery,spotify:track:4fHwoYTU9sy539FSX7fv1j,https://p.scdn.co/mp3-preview/00af78d0046edc57007203946281b09b3f7231e3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.697,0.571,60,"[0.571, 0.697]"
490,Buss It All Down,1,5YIMpr7jfTKCtLFbQG4d0g,Buss It All Down,spotify:track:5YIMpr7jfTKCtLFbQG4d0g,https://p.scdn.co/mp3-preview/557bda7e8834ddb6be2a7697a8b9db306dbd4801?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.529,0.532,35,"[0.532, 0.529]"
